Subject's age,Subject's gender,Subject's race,"Dispositions/Exclusions INTERNAL USE, NOT FOR ANALYSIS",Location of death (state),Cause of death,Date (Year),Age Range
20-30,Male,African-American/Black,Justified,FL,Gunshot,2007,22
40-50,Male,Race unspecified,Unreported,CA,Tasered,2007,43
30-40,Male,Race unspecified,Justified,ID,Gunshot,2007,36
20-30,Male,Race unspecified,Unreported,GA,Tasered,2007,27
20-30,Male,European-American/White,Unreported,NY,Vehicle,2007,27
20-30,Male,Race unspecified,Justified,CO,Gunshot,2007,25
40-50,Male,European-American/White,Justified,SC,Gunshot,2007,43
40-50,Female,Race unspecified,Justified,RI,Gunshot,2007,49
30-40,Male,Hispanic/Latino,Unreported,TX,Medical emergency,2007,38
20-30,Male,Race unspecified,Suicide,OH,Gunshot,2007,25
20-30,Female,Race unspecified,Murder/suicide,OH,Gunshot,2007,24
40-50,Male,European-American/White,Unreported,NE,Drowned,2007,42
20-30,Male,African-American/Black,Unreported,NC,Gunshot,2007,22
30-40,Male,Race unspecified,Justified,RI,Gunshot,2007,34
20-30,Male,European-American/White,Unreported,WA,Gunshot,2007,28
40-50,Male,African-American/Black,Justified,IL,Gunshot,2007,48
20-30,Male,African-American/Black,Unreported,IL,Gunshot,2007,26
40-50,Male,Hispanic/Latino,Unreported,AZ,Tasered,2007,49
20-30,Male,Race unspecified,Unreported,PA,Gunshot,2007,20
20-30,Male,European-American/White,Other justified (Civilian board/Prosecutor/District Attorney/Coroner),WI,Gunshot,2007,21
10-20,Unknown,Race unspecified,Unreported,MI,Vehicle,2007,19
70+,Male,Race unspecified,Unreported,CA,Gunshot,2007,75
40-50,Male,Race unspecified,Unreported,CO,Vehicle,2007,49
40-50,Male,Race unspecified,Suicide,MO,Gunshot,2007,44
40-50,Male,Race unspecified,Unreported,MO,Gunshot,2007,47
20-30,Male,African-American/Black,Grand jury/No bill or Cleared,NE,Tasered,2007,21
20-30,Male,African-American/Black,Justified,TX,Gunshot,2007,21
30-40,Male,Race unspecified,Justified,CA,Gunshot,2007,38
20-30,Male,Race unspecified,Unreported,CA,Gunshot,2007,23
40-50,Male,Race unspecified,Suicide,OH,Gunshot,2007,41
40-50,Male,African-American/Black,Justified,AL,Tasered,2007,44
30-40,Male,Hispanic/Latino,Unreported,TX,Gunshot,2007,35
20-30,Male,African-American/Black,Cleared,CA,Gunshot,2007,24
30-40,Female,Race unspecified,Unreported,CA,Medical emergency,2007,36
20-30,Male,Race unspecified,Excusable,DC,Gunshot,2007,25
0-10,Male,European-American/White,Justified,OK,Gunshot,2007,5
40-50,Male,Race unspecified,Justified,MA,Gunshot,2007,42
20-30,Male,African-American/Black,Justified,MO,Gunshot,2007,29
Unknown,Male,Race unspecified,Unreported,LA,Gunshot,2007,0
40-50,Male,Race unspecified,Unreported,IL,Tasered,2007,42
20-30,Male,Hispanic/Latino,Unreported,CA,Gunshot,2007,29
40-50,Male,European-American/White,Unreported,MI,Tasered,2007,49
40-50,Male,Race unspecified,Cleared,CO,Gunshot,2007,40
20-30,Male,African-American/Black,Unreported,PA,Gunshot,2007,23
20-30,Male,European-American/White,Justified,WA,Gunshot,2007,20
30-40,Male,Hispanic/Latino,Grand jury/No bill or Cleared,TX,Gunshot,2007,35
30-40,Male,European-American/White,Grand jury/No bill or Cleared,TX,Gunshot,2007,37
10-20,Male,African-American/Black,Justified,IL,Gunshot,2007,18
20-30,Male,Hispanic/Latino,Justified,CA,Gunshot,2007,28
50-60,Female,Race unspecified,Unreported,NM,Vehicle,2007,56
20-30,Male,African-American/Black,Justified,MO,Gunshot,2007,21
10-20,Female,Race unspecified,Unreported,IN,Vehicle,2007,15
70+,Male,European-American/White,Cleared,LA,Vehicle,2007,78
20-30,Male,Hispanic/Latino,Unreported,TX,Gunshot,2007,23
20-30,Male,Race unspecified,Unreported,CA,Gunshot,2007,25
20-30,Male,European-American/White,Unreported,CA,Beaten/Bludgeoned with instrument,2007,26
20-30,Male,African-American/Black,Other justified (Civilian board/Prosecutor/District Attorney/Coroner),TX,Medical emergency,2007,26
10-20,Male,Race unspecified,Cleared,IA,Vehicle,2007,14
30-40,Female,Hispanic/Latino,Unreported,CA,Gunshot,2007,39
30-40,Male,Hispanic/Latino,Unreported,CA,Gunshot,2007,30
30-40,Male,Race unspecified,Criminal,NJ,Gunshot,2007,34
30-40,Male,Hispanic/Latino,Unreported,TX,Undetermined,2007,33
20-30,Male,European-American/White,Unreported,LA,Gunshot,2007,24
40-50,Male,Race unspecified,Justified,AK,Gunshot,2007,40
40-50,Male,Race unspecified,Unreported,KS,Vehicle,2007,41
30-40,Male,European-American/White,Unreported,OH,Tasered,2007,37
40-50,Male,Race unspecified,Unreported,LA,Vehicle,2007,42
50-60,Male,European-American/White,Accidental,AZ,Vehicle,2007,51
20-30,Male,African-American/Black,Unreported,GA,Gunshot,2007,23
20-30,Male,African-American/Black,Unreported,TX,Drug overdose,2007,28
40-50,Male,Race unspecified,Unreported,AL,Gunshot,2007,47
30-40,Male,Race unspecified,Unreported,LA,Drug overdose,2007,32
10-20,Male,Hispanic/Latino,Justified,OR,Gunshot,2007,19
20-30,Male,Hispanic/Latino,Unreported,CA,Gunshot,2007,23
40-50,Male,African-American/Black,Unreported,CA,Gunshot,2007,45
30-40,Male,Race unspecified,Justified,AK,Gunshot,2007,37
40-50,Male,Race unspecified,Unreported,CA,Tasered,2007,43
20-30,Male,Hispanic/Latino,Justified,CO,Gunshot,2007,22
50-60,Male,Hispanic/Latino,Ruled suicide,TX,Gunshot,2007,59
20-30,Male,African-American/Black,Unknown,MS,Tasered,2007,21
30-40,Male,Race unspecified,Unreported,FL,Gunshot,2007,37
20-30,Male,European-American/White,Justified,FL,Gunshot,2007,24
10-20,Male,Race unspecified,Unreported,OH,Medical emergency,2007,19
50-60,Male,Race unspecified,Suicide,IA,Gunshot,2007,52
20-30,Male,African-American/Black,Accidental,SC,Drug overdose,2007,27
60-70,Male,European-American/White,Ruled suicide,TX,Gunshot,2007,66
30-40,Male,Race unspecified,Justified,IL,Gunshot,2007,36
50-60,Male,Race unspecified,Unknown,MS,Medical emergency,2007,50
20-30,Male,African-American/Black,Unreported,GA,Gunshot,2007,23
30-40,Male,Hispanic/Latino,Justified,UT,Gunshot,2007,32
10-20,Male,Native American/Alaskan,Unreported,MN,Gunshot,2007,19
10-20,Male,European-American/White,Unreported,MI,Vehicle,2007,15
10-20,Male,European-American/White,Unreported,MI,Vehicle,2007,16
20-30,Male,Race unspecified,Unreported,MD,Gunshot,2007,24
10-20,Male,European-American/White,Unreported,VA,Vehicle,2007,18
30-40,Male,African-American/Black,Justified,TX,Gunshot,2007,35
20-30,Male,European-American/White,Unreported,IN,Vehicle,2007,27
10-20,Male,Race unspecified,Unreported,TX,Drug overdose,2007,19
20-30,Male,African-American/Black,Unreported,CA,Gunshot,2007,20
20-30,Male,Race unspecified,Unreported,IL,Gunshot,2007,21
20-30,Male,European-American/White,Justified,NV,Gunshot,2007,28
20-30,Male,European-American/White,Justified,UT,Gunshot,2007,22
30-40,Male,African-American/Black,Justified,MO,Gunshot,2007,31
50-60,Male,Race unspecified,Unreported,MD,Tasered,2007,50
30-40,Male,Hispanic/Latino,Ruled suicide,TX,Gunshot,2007,30
50-60,Male,European-American/White,Justified,OR,Tasered,2007,50
20-30,Male,European-American/White,Unreported,PA,Tasered,2007,27
30-40,Male,European-American/White,Justified,CA,Gunshot,2007,35
10-20,Male,African-American/Black,Unreported,MO,Gunshot,2007,16
20-30,Male,Race unspecified,Cleared,IA,Gunshot,2007,23
20-30,Male,Race unspecified,Justified,CA,Gunshot,2007,24
20-30,Male,African-American/Black,Grand jury/No bill or Cleared,TX,Gunshot,2007,24
40-50,Male,Hispanic/Latino,Unreported,TX,Medical emergency,2007,47
40-50,Male,European-American/White,Unreported,OR,Gunshot,2007,48
30-40,Male,Asian/Pacific Islander,Suicide,WI,Stabbed,2007,31
30-40,Male,African-American/Black,Unreported,OH,Gunshot,2007,37
20-30,Female,Race unspecified,Criminal,SC,Vehicle,2007,23
20-30,Male,Race unspecified,Unreported,MD,Gunshot,2007,21
20-30,Male,European-American/White,Unreported,WI,Vehicle,2007,26
20-30,Male,European-American/White,Unreported,IN,Gunshot,2007,22
20-30,Male,Race unspecified,Justified,CA,Gunshot,2007,25
10-20,Male,Race unspecified,Unknown,MS,Vehicle,2007,16
20-30,Male,African-American/Black,Unreported,FL,Gunshot,2007,23
30-40,Female,European-American/White,Unreported,SC,Gunshot,2007,35
30-40,Male,European-American/White,Justified,OK,Gunshot,2007,32
20-30,Male,African-American/Black,Accidental,IL,Asphyxiated/Restrained,2007,22
40-50,Male,Race unspecified,Unreported,KY,Gunshot,2007,48
30-40,Male,European-American/White,Unreported,WV,Gunshot,2007,35
40-50,Male,Hispanic/Latino,Unreported,CA,Gunshot,2007,41
50-60,Male,European-American/White,Criminal,OH,Vehicle,2007,54
20-30,Male,African-American/Black,Unreported,CA,Tasered,2007,26
40-50,Male,African-American/Black,Unreported,OH,Tasered,2007,47
40-50,Male,Hispanic/Latino,Excusable,FL,Vehicle,2007,48
30-40,Male,Hispanic/Latino,Excusable,FL,Vehicle,2007,38
40-50,Male,European-American/White,Unreported,KY,Gunshot,2007,44
40-50,Male,Race unspecified,Unreported,MD,Chemical agent/Pepper spray,2007,47
40-50,Male,Race unspecified,Justified,FL,Gunshot,2007,45
20-30,Male,African-American/Black,Suicide,NV,Gunshot,2007,25
40-50,Male,European-American/White,Unreported,TX,Gunshot,2007,47
60-70,Male,Race unspecified,Justified,CO,Gunshot,2007,68
20-30,Male,Race unspecified,Unreported,FL,Gunshot,2007,24
50-60,Male,Race unspecified,Unreported,NJ,Gunshot,2007,51
30-40,Male,European-American/White,Unreported,CA,Vehicle,2007,35
20-30,Female,European-American/White,Unreported,CA,Vehicle,2007,22
50-60,Male,Race unspecified,Unreported,NY,Gunshot,2007,51
20-30,Male,Race unspecified,Unreported,CA,Vehicle,2007,28
20-30,Male,European-American/White,Unreported,OH,Gunshot,2007,27
20-30,Male,European-American/White,Justified,OR,Gunshot,2007,27
30-40,Female,African-American/Black,Civil suit/Family awarded money,PA,Gunshot,2007,38
30-40,Male,Race unspecified,Justified,CA,Gunshot,2007,36
20-30,Male,Race unspecified,Unreported,CA,Tasered,2007,25
20-30,Female,African-American/Black,Unreported,CA,Gunshot,2007,21
40-50,Male,Race unspecified,Justified,MD,Gunshot,2007,45
Unknown,Male,Hispanic/Latino,Justified,CA,Gunshot,2007,0
20-30,Male,Race unspecified,Unreported,GA,Gunshot,2007,20
30-40,Male,Race unspecified,Justified,AZ,Gunshot,2007,38
20-30,Male,African-American/Black,Justified,SC,Gunshot,2007,26
20-30,Male,Asian/Pacific Islander,Justified,CA,Gunshot,2007,23
20-30,Male,European-American/White,Ruled suicide,TX,Gunshot,2007,21
50-60,Male,Race unspecified,Justified,AK,Gunshot,2007,57
30-40,Male,Race unspecified,Justified,CA,Gunshot,2007,32
30-40,Male,Hispanic/Latino,Ruled suicide,TX,Gunshot,2007,35
Unknown,Male,Race unspecified,Unreported,OH,Vehicle,2007,0
30-40,Male,Race unspecified,Cleared,LA,Medical emergency,2007,38
20-30,Male,Race unspecified,Unreported,MO,Gunshot,2007,23
20-30,Male,Race unspecified,Justified,FL,Gunshot,2007,25
30-40,Male,European-American/White,Grand jury/No bill or Cleared,TX,Gunshot,2007,36
40-50,Female,Race unspecified,Justified,CO,Gunshot,2007,40
50-60,Male,European-American/White,Ruled suicide,TX,Gunshot,2007,50
40-50,Male,European-American/White,Unreported,TX,Medical emergency,2007,49
Unknown,Male,Race unspecified,Unreported,IL,Gunshot,2007,0
10-20,Male,African-American/Black,Justified,DC,Gunshot,2007,14
Unknown,Male,Race unspecified,Unreported,MD,Gunshot,2007,0
30-40,Male,European-American/White,Justified,MN,Gunshot,2007,34
20-30,Male,Hispanic/Latino,Unreported,AZ,Gunshot,2007,22
30-40,Female,European-American/White,Murder/suicide,PA,Gunshot,2007,33
30-40,Male,European-American/White,Suicide,PA,Gunshot,2007,35
50-60,Male,Race unspecified,Justified,MI,Gunshot,2007,51
50-60,Male,Race unspecified,Justified,VA,Gunshot,2007,57
30-40,Male,African-American/Black,Suicide,IL,Gunshot,2007,34
30-40,Male,Race unspecified,Unreported,CA,Vehicle,2007,39
30-40,Female,Race unspecified,Unreported,MO,Gunshot,2007,39
30-40,Male,Race unspecified,Justified,IL,Gunshot,2007,35
10-20,Male,African-American/Black,Justified,CA,Gunshot,2007,19
20-30,Male,Race unspecified,Suicide,PA,Gunshot,2007,21
30-40,Male,European-American/White,Justified,OK,Gunshot,2007,33
30-40,Male,Hispanic/Latino,Unreported,TX,Gunshot,2007,35
20-30,Male,European-American/White,Suicide,AL,Gunshot,2007,24
40-50,Male,Race unspecified,Unreported,MI,Vehicle,2007,43
0-10,Female,European-American/White,Criminal,CA,Vehicle,2007,5
0-10,Male,European-American/White,Criminal,CA,Vehicle,2007,3
0-10,Male,European-American/White,Criminal,CA,Vehicle,2007,1
10-20,Male,African-American/Black,Grand jury/No bill or Cleared,TX,Gunshot,2007,17
40-50,Male,Race unspecified,Justified,ME,Gunshot,2007,46
30-40,Male,Race unspecified,Suicide,WI,Gunshot,2007,37
20-30,Male,European-American/White,Unreported,PA,Vehicle,2007,22
20-30,Male,Race unspecified,Justified,UT,Gunshot,2007,29
10-20,Male,European-American/White,Justified by District Attorney,ME,Gunshot,2007,18
20-30,Male,Race unspecified,Unreported,PA,Gunshot,2007,29
10-20,Male,Race unspecified,Unreported,CA,Gunshot,2007,18
20-30,Male,African-American/Black,Justified,MS,Gunshot,2007,28
20-30,Male,Hispanic/Latino,Unreported,IN,Gunshot,2007,28
20-30,Male,Hispanic/Latino,Unreported,TX,Vehicle,2007,29
40-50,Male,African-American/Black,Unreported,TX,Medical emergency,2007,49
30-40,Male,Race unspecified,Suicide,WI,Gunshot,2007,32
60-70,Female,Race unspecified,Suicide,MS,Gunshot,2007,68
20-30,Male,Race unspecified,Unreported,FL,Vehicle,2007,22
30-40,Male,Race unspecified,Cleared,IL,Asphyxiated/Restrained,2007,33
10-20,Male,Hispanic/Latino,Unreported,IL,Gunshot,2007,15
20-30,Male,Middle Eastern,Justified,MI,Gunshot,2007,25
40-50,Male,Race unspecified,Suicide,MD,Gunshot,2007,43
20-30,Male,Race unspecified,Unreported,NY,Gunshot,2007,25
40-50,Female,European-American/White,Unreported,AZ,Medical emergency,2007,45
20-30,Male,Race unspecified,Unreported,PA,Gunshot,2007,24
20-30,Female,Hispanic/Latino,Criminal,NY,Gunshot,2007,28
10-20,Male,Hispanic/Latino,Unreported,KS,Vehicle,2007,17
40-50,Male,African-American/Black,Unreported,KS,Tasered,2007,44
10-20,Male,African-American/Black,Unreported,MO,Gunshot,2007,18
50-60,Male,African-American/Black,Justified,GA,Tasered,2007,59
40-50,Male,African-American/Black,Civil suit/Family awarded money,MI,Chemical agent/Pepper spray,2007,47
40-50,Male,African-American/Black,Unreported,CA,Gunshot,2007,41
40-50,Male,Hispanic/Latino,Unreported,CA,Gunshot,2007,48
70+,Female,African-American/Black,Unreported,LA,Vehicle,2007,71
60-70,Male,European-American/White,Criminal,LA,Undetermined,2007,61
20-30,Male,Race unspecified,Justified,CA,Gunshot,2007,22
40-50,Male,Hispanic/Latino,Justified,CA,Gunshot,2007,40
20-30,Male,European-American/White,Unreported,TX,Medical emergency,2007,29
10-20,Male,European-American/White,Officer indicted/Acquitted,NE,Gunshot,2007,16
40-50,Male,Race unspecified,Unreported,AL,Vehicle,2007,41
20-30,Male,African-American/Black,Unreported,IN,Gunshot,2007,28
30-40,Male,Race unspecified,Suicide,AL,Gunshot,2007,32
Unknown,Male,Race unspecified,Suicide,LA,Tasered,2007,0
20-30,Male,African-American/Black,Unreported,CA,Gunshot,2007,27
30-40,Male,African-American/Black,Unreported,IL,Gunshot,2007,33
30-40,Male,Race unspecified,Unreported,GA,Gunshot,2007,31
60-70,Male,African-American/Black,Unreported,LA,Gunshot,2007,63
40-50,Male,Race unspecified,Unreported,CA,Gunshot,2007,49
20-30,Male,Race unspecified,Unreported,FL,Gunshot,2007,25
40-50,Male,Race unspecified,Justified,OR,Gunshot,2007,42
20-30,Male,Race unspecified,Cleared,SC,Vehicle,2007,20
20-30,Male,African-American/Black,Unreported,FL,Gunshot,2007,22
40-50,Male,Race unspecified,Unreported,MI,Vehicle,2007,41
30-40,Male,Race unspecified,Officer indicted/Pending,CO,Vehicle,2007,38
40-50,Male,European-American/White,Criminal,NJ,Vehicle,2007,41
10-20,Female,European-American/White,Criminal,WI,Gunshot,2007,14
20-30,Male,European-American/White,Criminal,WI,Gunshot,2007,20
20-30,Male,European-American/White,Criminal,WI,Gunshot,2007,20
10-20,Male,European-American/White,Criminal,WI,Gunshot,2007,17
10-20,Female,European-American/White,Criminal,WI,Gunshot,2007,17
10-20,Female,European-American/White,Criminal,WI,Gunshot,2007,18
20-30,Male,European-American/White,Suicide,WI,Gunshot,2007,20
30-40,Male,Race unspecified,Justified by District Attorney,CA,Gunshot,2007,39
10-20,Male,Race unspecified,Unreported,KS,Vehicle,2007,18
20-30,Male,African-American/Black,Unreported,TX,Drug overdose,2007,21
30-40,Male,Race unspecified,Unreported,AR,Gunshot,2007,38
20-30,Male,Race unspecified,Unreported,NM,Gunshot,2007,20
10-20,Male,Race unspecified,Unreported,PA,Gunshot,2007,15
40-50,Male,European-American/White,Unreported,FL,Gunshot,2007,41
40-50,Male,Hispanic/Latino,Unreported,TX,Gunshot,2007,42
40-50,Male,Race unspecified,Justified,UT,Gunshot,2007,45
Unknown,Male,Race unspecified,Unknown,MS,Gunshot,2007,0
30-40,Female,Race unspecified,Unreported,NM,Vehicle,2007,31
20-30,Male,Hispanic/Latino,Unreported,NC,Gunshot,2007,22
30-40,Male,Race unspecified,Unreported,MO,Vehicle,2007,37
40-50,Male,Race unspecified,Unreported,MO,Vehicle,2007,42
50-60,Male,Race unspecified,Unreported,NC,Tasered,2007,54
30-40,Male,African-American/Black,Suicide,FL,Gunshot,2007,30
40-50,Male,Race unspecified,Unreported,MI,Gunshot,2007,41
30-40,Male,Race unspecified,Justified,TX,Gunshot,2007,31
20-30,Male,African-American/Black,Cleared,AL,Gunshot,2007,23
20-30,Male,Race unspecified,Unreported,MO,Vehicle,2007,22
20-30,Male,Race unspecified,Unreported,PA,Vehicle,2007,25
60-70,Male,Race unspecified,Suicide,IL,Gunshot,2007,60
50-60,Female,Race unspecified,Unreported,MI,Vehicle,2007,56
70+,Male,Race unspecified,Justified,IL,Gunshot,2007,80
20-30,Male,African-American/Black,Justified,TX,Gunshot,2007,29
50-60,Male,Race unspecified,Suicide,CO,Gunshot,2007,50
20-30,Male,Race unspecified,Unreported,NM,Vehicle,2007,24
30-40,Female,Race unspecified,Unreported,LA,Vehicle,2007,37
20-30,Male,Race unspecified,Unreported,MO,Vehicle,2007,27
20-30,Female,European-American/White,Officer indicted/Acquitted,NM,Gunshot,2007,26
40-50,Male,Race unspecified,Unreported,MI,Vehicle,2007,47
20-30,Male,European-American/White,Justified,SD,Gunshot,2007,26
20-30,Male,Hispanic/Latino,Unreported,NY,Gunshot,2007,25
40-50,Male,Hispanic/Latino,Unreported,TX,Medical emergency,2007,41
40-50,Male,Race unspecified,Unreported,FL,Gunshot,2007,42
30-40,Female,Race unspecified,Unreported,WV,Vehicle,2007,38
20-30,Male,European-American/White,Justified,CA,Gunshot,2007,27
20-30,Male,Race unspecified,Unreported,NJ,Vehicle,2007,26
40-50,Male,Race unspecified,Justified,CA,Gunshot,2007,47
40-50,Female,Race unspecified,Unreported,MO,Vehicle,2007,47
70+,Female,Race unspecified,Unreported,MO,Vehicle,2007,71
10-20,Male,African-American/Black,Justified,FL,Gunshot,2007,19
40-50,Male,Race unspecified,Unknown,ID,Gunshot,2007,48
40-50,Male,European-American/White,Unreported,OH,Asphyxiated/Restrained,2007,40
20-30,Male,European-American/White,Justified,OK,Gunshot,2007,24
40-50,Male,Race unspecified,Unreported,CA,Gunshot,2007,49
20-30,Male,Race unspecified,Unknown,ME,Gunshot,2007,22
30-40,Female,European-American/White,Justified,ID,Gunshot,2007,30
40-50,Male,Race unspecified,Suicide,CA,Stabbed,2007,48
20-30,Male,Race unspecified,Justified,PA,Gunshot,2007,21
60-70,Male,Race unspecified,Suicide,CA,Gunshot,2007,60
30-40,Male,Race unspecified,Unreported,CA,Drowned,2007,37
30-40,Male,European-American/White,Justified,OK,Gunshot,2007,37
10-20,Female,European-American/White,Criminal,WI,Vehicle,2007,18
30-40,Male,European-American/White,Ruled suicide,TX,Gunshot,2007,38
10-20,Male,Race unspecified,Unreported,ID,Vehicle,2007,16
40-50,Male,Race unspecified,Unreported,GA,Gunshot,2007,43
10-20,Male,Race unspecified,Unreported,MO,Gunshot,2007,17
30-40,Male,European-American/White,Unreported,AR,Gunshot,2007,30
20-30,Male,Hispanic/Latino,Justified,AR,Gunshot,2007,25
